"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"489";"CR04  ";"1014800";"2022JJ00";"     271"
"490";"CR04  ";"1014800";"2023JJ00";"     310"
"491";"CR04  ";"1014800";"2024JJ00";"       ."
"492";"CR04  ";"A047047";"2019JJ00";"     105"
"493";"CR04  ";"A047047";"2020JJ00";"     112"
"494";"CR04  ";"A047047";"2021JJ00";"     123"
"495";"CR04  ";"A047047";"2022JJ00";"     139"
"496";"CR04  ";"A047047";"2023JJ00";"     163"
"497";"CR04  ";"A047047";"2024JJ00";"       ."
"498";"CR04  ";"A047048";"2019JJ00";"     138"
"499";"CR04  ";"A047048";"2020JJ00";"     142"
"500";"CR04  ";"A047048";"2021JJ00";"     150"
"501";"CR04  ";"A047048";"2022JJ00";"     168"
"502";"CR04  ";"A047048";"2023JJ00";"     190"
"503";"CR04  ";"A047048";"2024JJ00";"       ."
"504";"CR05  ";"T001132";"2019JJ00";"     214"
"505";"CR05  ";"T001132";"2020JJ00";"     225"
"506";"CR05  ";"T001132";"2021JJ00";"     240"
"507";"CR05  ";"T001132";"2022JJ00";"     262"
"508";"CR05  ";"T001132";"2023JJ00";"     301"
"509";"CR05  ";"T001132";"2024JJ00";"     315"
"510";"CR05  ";"1014800";"2019JJ00";"     250"
"511";"CR05  ";"1014800";"2020JJ00";"     262"
"512";"CR05  ";"1014800";"2021JJ00";"     279"
"513";"CR05  ";"1014800";"2022JJ00";"     306"
"514";"CR05  ";"1014800";"2023JJ00";"     350"
"515";"CR05  ";"1014800";"2024JJ00";"       ."
"516";"CR05  ";"A047047";"2019JJ00";"     122"
"517";"CR05  ";"A047047";"2020JJ00";"     129"
"518";"CR05  ";"A047047";"2021JJ00";"     138"
"519";"CR05  ";"A047047";"2022JJ00";"     152"
"520";"CR05  ";"A047047";"2023JJ00";"     177"
"521";"CR05  ";"A047047";"2024JJ00";"       ."
"522";"CR05  ";"A047048";"2019JJ00";"     204"
"523";"CR05  ";"A047048";"2020JJ00";"     214"
"524";"CR05  ";"A047048";"2021JJ00";"     218"
"525";"CR05  ";"A047048";"2022JJ00";"     234"
"526";"CR05  ";"A047048";"2023JJ00";"     261"
"527";"CR05  ";"A047048";"2024JJ00";"       ."
"528";"CR06  ";"T001132";"2019JJ00";"     202"
"529";"CR06  ";"T001132";"2020JJ00";"     217"
"530";"CR06  ";"T001132";"2021JJ00";"     236"
"531";"CR06  ";"T001132";"2022JJ00";"     259"
"532";"CR06  ";"T001132";"2023JJ00";"     302"
"533";"CR06  ";"T001132";"2024JJ00";"     311"
"534";"CR06  ";"1014800";"2019JJ00";"     242"
"535";"CR06  ";"1014800";"2020JJ00";"     260"
"536";"CR06  ";"1014800";"2021JJ00";"     282"
"537";"CR06  ";"1014800";"2022JJ00";"     309"
"538";"CR06  ";"1014800";"2023JJ00";"     361"
"539";"CR06  ";"1014800";"2024JJ00";"       ."
"540";"CR06  ";"A047047";"2019JJ00";"     123"
"541";"CR06  ";"A047047";"2020JJ00";"     132"
"542";"CR06  ";"A047047";"2021JJ00";"     143"
"543";"CR06  ";"A047047";"2022JJ00";"     156"
"544";"CR06  ";"A047047";"2023JJ00";"     184"
"545";"CR06  ";"A047047";"2024JJ00";"       ."
"546";"CR06  ";"A047048";"2019JJ00";"     169"
"547";"CR06  ";"A047048";"2020JJ00";"     181"
"548";"CR06  ";"A047048";"2021JJ00";"     191"
"549";"CR06  ";"A047048";"2022JJ00";"       ."
"550";"CR06  ";"A047048";"2023JJ00";"     236"
"551";"CR06  ";"A047048";"2024JJ00";"       ."
"552";"CR07  ";"T001132";"2019JJ00";"     221"
"553";"CR07  ";"T001132";"2020JJ00";"     234"
"554";"CR07  ";"T001132";"2021JJ00";"     250"
"555";"CR07  ";"T001132";"2022JJ00";"     278"
"556";"CR07  ";"T001132";"2023JJ00";"     322"
"557";"CR07  ";"T001132";"2024JJ00";"     335"
"558";"CR07  ";"1014800";"2019JJ00";"     258"
"559";"CR07  ";"1014800";"2020JJ00";"     274"
"560";"CR07  ";"1014800";"2021JJ00";"     293"
"561";"CR07  ";"1014800";"2022JJ00";"     325"
"562";"CR07  ";"1014800";"2023JJ00";"     375"
"563";"CR07  ";"1014800";"2024JJ00";"       ."
"564";"CR07  ";"A047047";"2019JJ00";"     125"
"565";"CR07  ";"A047047";"2020JJ00";"     134"
"566";"CR07  ";"A047047";"2021JJ00";"     144"
"567";"CR07  ";"A047047";"2022JJ00";"     162"
"568";"CR07  ";"A047047";"2023JJ00";"     192"
"569";"CR07  ";"A047047";"2024JJ00";"       ."
"570";"CR07  ";"A047048";"2019JJ00";"     171"
"571";"CR07  ";"A047048";"2020JJ00";"     178"
"572";"CR07  ";"A047048";"2021JJ00";"     186"
"573";"CR07  ";"A047048";"2022JJ00";"     205"
"574";"CR07  ";"A047048";"2023JJ00";"     235"
"575";"CR07  ";"A047048";"2024JJ00";"       ."
"576";"CR08  ";"T001132";"2019JJ00";"     176"
"577";"CR08  ";"T001132";"2020JJ00";"     187"
"578";"CR08  ";"T001132";"2021JJ00";"     200"
"579";"CR08  ";"T001132";"2022JJ00";"     223"
"580";"CR08  ";"T001132";"2023JJ00";"     258"
"581";"CR08  ";"T001132";"2024JJ00";"     268"
"582";"CR08  ";"1014800";"2019JJ00";"     209"
"583";"CR08  ";"1014800";"2020JJ00";"     222"
"584";"CR08  ";"1014800";"2021JJ00";"     238"
"585";"CR08  ";"1014800";"2022JJ00";"     266"
"586";"CR08  ";"1014800";"2023JJ00";"     306"
"587";"CR08  ";"1014800";"2024JJ00";"       ."
"588";"CR08  ";"A047047";"2019JJ00";"     103"
"589";"CR08  ";"A047047";"2020JJ00";"     109"
"590";"CR08  ";"A047047";"2021JJ00";"     115"
"591";"CR08  ";"A047047";"2022JJ00";"     128"
"592";"CR08  ";"A047047";"2023JJ00";"     151"
"593";"CR08  ";"A047047";"2024JJ00";"       ."
"594";"CR08  ";"A047048";"2019JJ00";"     147"
"595";"CR08  ";"A047048";"2020JJ00";"     156"
"596";"CR08  ";"A047048";"2021JJ00";"     167"
"597";"CR08  ";"A047048";"2022JJ00";"     180"
"598";"CR08  ";"A047048";"2023JJ00";"     205"
"599";"CR08  ";"A047048";"2024JJ00";"       ."
"600";"CR09  ";"T001132";"2019JJ00";"     213"
"601";"CR09  ";"T001132";"2020JJ00";"     225"
"602";"CR09  ";"T001132";"2021JJ00";"     239"
"603";"CR09  ";"T001132";"2022JJ00";"     261"
"604";"CR09  ";"T001132";"2023JJ00";"     303"
"605";"CR09  ";"T001132";"2024JJ00";"     317"
"606";"CR09  ";"1014800";"2019JJ00";"     252"
"607";"CR09  ";"1014800";"2020JJ00";"     268"
"608";"CR09  ";"1014800";"2021JJ00";"     285"
"609";"CR09  ";"1014800";"2022JJ00";"     313"
"610";"CR09  ";"1014800";"2023JJ00";"     363"
"611";"CR09  ";"1014800";"2024JJ00";"       ."
"612";"CR09  ";"A047047";"2019JJ00";"     125"
"613";"CR09  ";"A047047";"2020JJ00";"     132"
"614";"CR09  ";"A047047";"2021JJ00";"     141"
"615";"CR09  ";"A047047";"2022JJ00";"     152"
"616";"CR09  ";"A047047";"2023JJ00";"     176"
"617";"CR09  ";"A047047";"2024JJ00";"       ."
"618";"CR09  ";"A047048";"2019JJ00";"     179"
"619";"CR09  ";"A047048";"2020JJ00";"     184"
"620";"CR09  ";"A047048";"2021JJ00";"     189"
"621";"CR09  ";"A047048";"2022JJ00";"     201"
"622";"CR09  ";"A047048";"2023JJ00";"     229"
"623";"CR09  ";"A047048";"2024JJ00";"       ."
"624";"CR10  ";"T001132";"2019JJ00";"     234"
"625";"CR10  ";"T001132";"2020JJ00";"     248"
"626";"CR10  ";"T001132";"2021JJ00";"     264"
"627";"CR10  ";"T001132";"2022JJ00";"     291"
"628";"CR10  ";"T001132";"2023JJ00";"     333"
"629";"CR10  ";"T001132";"2024JJ00";"     350"
"630";"CR10  ";"1014800";"2019JJ00";"     276"
"631";"CR10  ";"1014800";"2020JJ00";"     292"
"632";"CR10  ";"1014800";"2021JJ00";"     311"
"633";"CR10  ";"1014800";"2022JJ00";"     343"
"634";"CR10  ";"1014800";"2023JJ00";"     392"
"635";"CR10  ";"1014800";"2024JJ00";"       ."
"636";"CR10  ";"A047047";"2019JJ00";"     149"
"637";"CR10  ";"A047047";"2020JJ00";"     159"
"638";"CR10  ";"A047047";"2021JJ00";"     170"
"639";"CR10  ";"A047047";"2022JJ00";"     187"
"640";"CR10  ";"A047047";"2023JJ00";"     215"
"641";"CR10  ";"A047047";"2024JJ00";"       ."
"642";"CR10  ";"A047048";"2019JJ00";"     193"
"643";"CR10  ";"A047048";"2020JJ00";"     205"
"644";"CR10  ";"A047048";"2021JJ00";"     216"
"645";"CR10  ";"A047048";"2022JJ00";"     236"
"646";"CR10  ";"A047048";"2023JJ00";"     267"
"647";"CR10  ";"A047048";"2024JJ00";"       ."
"648";"CR11  ";"T001132";"2019JJ00";"     224"
"649";"CR11  ";"T001132";"2020JJ00";"     240"
"650";"CR11  ";"T001132";"2021JJ00";"     258"
"651";"CR11  ";"T001132";"2022JJ00";"     288"
"652";"CR11  ";"T001132";"2023JJ00";"     339"
"653";"CR11  ";"T001132";"2024JJ00";"     359"
"654";"CR11  ";"1014800";"2019JJ00";"     273"
"655";"CR11  ";"1014800";"2020JJ00";"     293"
"656";"CR11  ";"1014800";"2021JJ00";"     315"
"657";"CR11  ";"1014800";"2022JJ00";"     350"
"658";"CR11  ";"1014800";"2023JJ00";"     412"
"659";"CR11  ";"1014800";"2024JJ00";"       ."
"660";"CR11  ";"A047047";"2019JJ00";"     139"
"661";"CR11  ";"A047047";"2020JJ00";"     151"
"662";"CR11  ";"A047047";"2021JJ00";"     162"
"663";"CR11  ";"A047047";"2022JJ00";"     183"
"664";"CR11  ";"A047047";"2023JJ00";"     221"
"665";"CR11  ";"A047047";"2024JJ00";"       ."
"666";"CR11  ";"A047048";"2019JJ00";"     170"
"667";"CR11  ";"A047048";"2020JJ00";"     180"
"668";"CR11  ";"A047048";"2021JJ00";"     192"
"669";"CR11  ";"A047048";"2022JJ00";"     215"
"670";"CR11  ";"A047048";"2023JJ00";"     251"
"671";"CR11  ";"A047048";"2024JJ00";"       ."
"672";"CR12  ";"T001132";"2019JJ00";"     213"
"673";"CR12  ";"T001132";"2020JJ00";"     226"
"674";"CR12  ";"T001132";"2021JJ00";"     242"
"675";"CR12  ";"T001132";"2022JJ00";"     271"
"676";"CR12  ";"T001132";"2023JJ00";"     318"
"677";"CR12  ";"T001132";"2024JJ00";"     336"
"678";"CR12  ";"1014800";"2019JJ00";"     257"
"679";"CR12  ";"1014800";"2020JJ00";"     275"
"680";"CR12  ";"1014800";"2021JJ00";"     294"
"681";"CR12  ";"1014800";"2022JJ00";"     329"
"682";"CR12  ";"1014800";"2023JJ00";"     385"
"683";"CR12  ";"1014800";"2024JJ00";"       ."
"684";"CR12  ";"A047047";"2019JJ00";"     131"
"685";"CR12  ";"A047047";"2020JJ00";"     140"
"686";"CR12  ";"A047047";"2021JJ00";"     152"
"687";"CR12  ";"A047047";"2022JJ00";"     169"
"688";"CR12  ";"A047047";"2023JJ00";"     203"
"689";"CR12  ";"A047047";"2024JJ00";"       ."
"690";"CR12  ";"A047048";"2019JJ00";"     179"
"691";"CR12  ";"A047048";"2020JJ00";"     185"
"692";"CR12  ";"A047048";"2021JJ00";"     197"
"693";"CR12  ";"A047048";"2022JJ00";"     216"
"694";"CR12  ";"A047048";"2023JJ00";"     249"
"695";"CR12  ";"A047048";"2024JJ00";"       ."
"696";"CR13  ";"T001132";"2019JJ00";"     271"
"697";"CR13  ";"T001132";"2020JJ00";"     289"
"698";"CR13  ";"T001132";"2021JJ00";"     307"
"699";"CR13  ";"T001132";"2022JJ00";"     336"
"700";"CR13  ";"T001132";"2023JJ00";"     397"
"701";"CR13  ";"T001132";"2024JJ00";"     412"
"702";"CR13  ";"1014800";"2019JJ00";"     321"
"703";"CR13  ";"1014800";"2020JJ00";"     343"
"704";"CR13  ";"1014800";"2021JJ00";"     366"
"705";"CR13  ";"1014800";"2022JJ00";"     401"
"706";"CR13  ";"1014800";"2023JJ00";"     473"
"707";"CR13  ";"1014800";"2024JJ00";"       ."
"708";"CR13  ";"A047047";"2019JJ00";"     167"
"709";"CR13  ";"A047047";"2020JJ00";"     179"
"710";"CR13  ";"A047047";"2021JJ00";"     188"
"711";"CR13  ";"A047047";"2022JJ00";"     207"
"712";"CR13  ";"A047047";"2023JJ00";"     250"
"713";"CR13  ";"A047047";"2024JJ00";"       ."
"714";"CR13  ";"A047048";"2019JJ00";"     219"
"715";"CR13  ";"A047048";"2020JJ00";"     231"
"716";"CR13  ";"A047048";"2021JJ00";"     243"
"717";"CR13  ";"A047048";"2022JJ00";"     257"
"718";"CR13  ";"A047048";"2023JJ00";"     299"
"719";"CR13  ";"A047048";"2024JJ00";"       ."
"720";"CR14  ";"T001132";"2019JJ00";"     229"
"721";"CR14  ";"T001132";"2020JJ00";"     242"
"722";"CR14  ";"T001132";"2021JJ00";"     257"
"723";"CR14  ";"T001132";"2022JJ00";"     283"
"724";"CR14  ";"T001132";"2023JJ00";"     334"
"725";"CR14  ";"T001132";"2024JJ00";"     348"
"726";"CR14  ";"1014800";"2019JJ00";"     267"
"727";"CR14  ";"1014800";"2020JJ00";"     283"
"728";"CR14  ";"1014800";"2021JJ00";"     300"
"729";"CR14  ";"1014800";"2022JJ00";"     332"
"730";"CR14  ";"1014800";"2023JJ00";"     391"
"731";"CR14  ";"1014800";"2024JJ00";"       ."
"732";"CR14  ";"A047047";"2019JJ00";"     136"
"733";"CR14  ";"A047047";"2020JJ00";"     144"
"734";"CR14  ";"A047047";"2021JJ00";"     153"
"735";"CR14  ";"A047047";"2022JJ00";"     169"
"736";"CR14  ";"A047047";"2023JJ00";"     203"
"737";"CR14  ";"A047047";"2024JJ00";"       ."
"738";"CR14  ";"A047048";"2019JJ00";"     199"
"739";"CR14  ";"A047048";"2020JJ00";"     205"
"740";"CR14  ";"A047048";"2021JJ00";"     215"
"741";"CR14  ";"A047048";"2022JJ00";"     233"
"742";"CR14  ";"A047048";"2023JJ00";"     265"
"743";"CR14  ";"A047048";"2024JJ00";"       ."
"744";"CR15  ";"T001132";"2019JJ00";"     231"
"745";"CR15  ";"T001132";"2020JJ00";"     248"
"746";"CR15  ";"T001132";"2021JJ00";"     267"
"747";"CR15  ";"T001132";"2022JJ00";"     298"
"748";"CR15  ";"T001132";"2023JJ00";"     350"
"749";"CR15  ";"T001132";"2024JJ00";"     365"
"750";"CR15  ";"1014800";"2019JJ00";"     282"
"751";"CR15  ";"1014800";"2020JJ00";"     303"
"752";"CR15  ";"1014800";"2021JJ00";"     327"
"753";"CR15  ";"1014800";"2022JJ00";"     364"
"754";"CR15  ";"1014800";"2023JJ00";"     426"
"755";"CR15  ";"1014800";"2024JJ00";"       ."
"756";"CR15  ";"A047047";"2019JJ00";"     154"
"757";"CR15  ";"A047047";"2020JJ00";"     164"
"758";"CR15  ";"A047047";"2021JJ00";"     178"
"759";"CR15  ";"A047047";"2022JJ00";"     199"
"760";"CR15  ";"A047047";"2023JJ00";"     238"
"761";"CR15  ";"A047047";"2024JJ00";"       ."
"762";"CR15  ";"A047048";"2019JJ00";"     200"
"763";"CR15  ";"A047048";"2020JJ00";"     214"
"764";"CR15  ";"A047048";"2021JJ00";"     228"
"765";"CR15  ";"A047048";"2022JJ00";"     252"
"766";"CR15  ";"A047048";"2023JJ00";"     297"
"767";"CR15  ";"A047048";"2024JJ00";"       ."
"768";"CR16  ";"T001132";"2019JJ00";"     258"
"769";"CR16  ";"T001132";"2020JJ00";"     275"
"770";"CR16  ";"T001132";"2021JJ00";"     294"
"771";"CR16  ";"T001132";"2022JJ00";"     324"
"772";"CR16  ";"T001132";"2023JJ00";"     377"
"773";"CR16  ";"T001132";"2024JJ00";"     398"
"774";"CR16  ";"1014800";"2019JJ00";"     297"
"775";"CR16  ";"1014800";"2020JJ00";"     317"
"776";"CR16  ";"1014800";"2021JJ00";"     339"
"777";"CR16  ";"1014800";"2022JJ00";"     373"
"778";"CR16  ";"1014800";"2023JJ00";"     432"
"779";"CR16  ";"1014800";"2024JJ00";"       ."
"780";"CR16  ";"A047047";"2019JJ00";"     160"
"781";"CR16  ";"A047047";"2020JJ00";"     170"
"782";"CR16  ";"A047047";"2021JJ00";"     184"
"783";"CR16  ";"A047047";"2022JJ00";"     206"
"784";"CR16  ";"A047047";"2023JJ00";"     241"
"785";"CR16  ";"A047047";"2024JJ00";"       ."
"786";"CR16  ";"A047048";"2019JJ00";"     238"
"787";"CR16  ";"A047048";"2020JJ00";"     248"
"788";"CR16  ";"A047048";"2021JJ00";"     259"
"789";"CR16  ";"A047048";"2022JJ00";"     279"
"790";"CR16  ";"A047048";"2023JJ00";"     320"
"791";"CR16  ";"A047048";"2024JJ00";"       ."
"792";"CR17  ";"T001132";"2019JJ00";"     301"
"793";"CR17  ";"T001132";"2020JJ00";"     326"
"794";"CR17  ";"T001132";"2021JJ00";"     349"
"795";"CR17  ";"T001132";"2022JJ00";"     382"
"796";"CR17  ";"T001132";"2023JJ00";"     448"
"797";"CR17  ";"T001132";"2024JJ00";"     450"
"798";"CR17  ";"1014800";"2019JJ00";"     361"
"799";"CR17  ";"1014800";"2020JJ00";"     390"
"800";"CR17  ";"1014800";"2021JJ00";"     417"
"801";"CR17  ";"1014800";"2022JJ00";"     457"
"802";"CR17  ";"1014800";"2023JJ00";"     535"
"803";"CR17  ";"1014800";"2024JJ00";"       ."
"804";"CR17  ";"A047047";"2019JJ00";"     191"
"805";"CR17  ";"A047047";"2020JJ00";"     211"
"806";"CR17  ";"A047047";"2021JJ00";"     230"
"807";"CR17  ";"A047047";"2022JJ00";"     256"
"808";"CR17  ";"A047047";"2023JJ00";"     303"
"809";"CR17  ";"A047047";"2024JJ00";"       ."
"810";"CR17  ";"A047048";"2019JJ00";"     257"
"811";"CR17  ";"A047048";"2020JJ00";"     278"
"812";"CR17  ";"A047048";"2021JJ00";"     296"
"813";"CR17  ";"A047048";"2022JJ00";"     314"
"814";"CR17  ";"A047048";"2023JJ00";"     366"
"815";"CR17  ";"A047048";"2024JJ00";"       ."
"816";"CR18  ";"T001132";"2019JJ00";"     221"
"817";"CR18  ";"T001132";"2020JJ00";"     237"
"818";"CR18  ";"T001132";"2021JJ00";"     255"
"819";"CR18  ";"T001132";"2022JJ00";"     285"
"820";"CR18  ";"T001132";"2023JJ00";"     330"
"821";"CR18  ";"T001132";"2024JJ00";"     345"
"822";"CR18  ";"1014800";"2019JJ00";"     256"
"823";"CR18  ";"1014800";"2020JJ00";"     276"
"824";"CR18  ";"1014800";"2021JJ00";"     297"
"825";"CR18  ";"1014800";"2022JJ00";"     331"
"826";"CR18  ";"1014800";"2023JJ00";"     383"
"827";"CR18  ";"1014800";"2024JJ00";"       ."
"828";"CR18  ";"A047047";"2019JJ00";"     140"
"829";"CR18  ";"A047047";"2020JJ00";"     150"
"830";"CR18  ";"A047047";"2021JJ00";"     163"
"831";"CR18  ";"A047047";"2022JJ00";"     184"
"832";"CR18  ";"A047047";"2023JJ00";"     214"
"833";"CR18  ";"A047047";"2024JJ00";"       ."
"834";"CR18  ";"A047048";"2019JJ00";"     186"
"835";"CR18  ";"A047048";"2020JJ00";"     196"
"836";"CR18  ";"A047048";"2021JJ00";"     209"
"837";"CR18  ";"A047048";"2022JJ00";"     230"
"838";"CR18  ";"A047048";"2023JJ00";"     263"
"839";"CR18  ";"A047048";"2024JJ00";"       ."
"840";"CR19  ";"T001132";"2019JJ00";"     260"
"841";"CR19  ";"T001132";"2020JJ00";"     284"
"842";"CR19  ";"T001132";"2021JJ00";"     304"
"843";"CR19  ";"T001132";"2022JJ00";"     333"
"844";"CR19  ";"T001132";"2023JJ00";"     393"
"845";"CR19  ";"T001132";"2024JJ00";"     413"
"846";"CR19  ";"1014800";"2019JJ00";"     306"
"847";"CR19  ";"1014800";"2020JJ00";"     333"
"848";"CR19  ";"1014800";"2021JJ00";"     356"
"849";"CR19  ";"1014800";"2022JJ00";"     391"
"850";"CR19  ";"1014800";"2023JJ00";"     462"
"851";"CR19  ";"1014800";"2024JJ00";"       ."
"852";"CR19  ";"A047047";"2019JJ00";"     159"
"853";"CR19  ";"A047047";"2020JJ00";"     178"
"854";"CR19  ";"A047047";"2021JJ00";"     192"
"855";"CR19  ";"A047047";"2022JJ00";"     209"
"856";"CR19  ";"A047047";"2023JJ00";"     246"
"857";"CR19  ";"A047047";"2024JJ00";"       ."
"858";"CR19  ";"A047048";"2019JJ00";"     208"
"859";"CR19  ";"A047048";"2020JJ00";"     227"
"860";"CR19  ";"A047048";"2021JJ00";"     236"
"861";"CR19  ";"A047048";"2022JJ00";"     254"
"862";"CR19  ";"A047048";"2023JJ00";"     299"
"863";"CR19  ";"A047048";"2024JJ00";"       ."
"864";"CR20  ";"T001132";"2019JJ00";"     263"
"865";"CR20  ";"T001132";"2020JJ00";"     287"
"866";"CR20  ";"T001132";"2021JJ00";"     308"
"867";"CR20  ";"T001132";"2022JJ00";"     342"
"868";"CR20  ";"T001132";"2023JJ00";"     402"
"869";"CR20  ";"T001132";"2024JJ00";"     403"
"870";"CR20  ";"1014800";"2019JJ00";"     315"
"871";"CR20  ";"1014800";"2020JJ00";"     344"
"872";"CR20  ";"1014800";"2021JJ00";"     372"
"873";"CR20  ";"1014800";"2022JJ00";"     412"
"874";"CR20  ";"1014800";"2023JJ00";"     483"
"875";"CR20  ";"1014800";"2024JJ00";"       ."
"876";"CR20  ";"A047047";"2019JJ00";"     170"
"877";"CR20  ";"A047047";"2020JJ00";"     186"
"878";"CR20  ";"A047047";"2021JJ00";"     197"
"879";"CR20  ";"A047047";"2022JJ00";"     222"
"880";"CR20  ";"A047047";"2023JJ00";"     262"
"881";"CR20  ";"A047047";"2024JJ00";"       ."
"882";"CR20  ";"A047048";"2019JJ00";"     214"
"883";"CR20  ";"A047048";"2020JJ00";"     234"
"884";"CR20  ";"A047048";"2021JJ00";"     248"
"885";"CR20  ";"A047048";"2022JJ00";"     271"
"886";"CR20  ";"A047048";"2023JJ00";"     313"
"887";"CR20  ";"A047048";"2024JJ00";"       ."
"888";"CR21  ";"T001132";"2019JJ00";"     374"
"889";"CR21  ";"T001132";"2020JJ00";"     410"
"890";"CR21  ";"T001132";"2021JJ00";"     437"
"891";"CR21  ";"T001132";"2022JJ00";"     475"
"892";"CR21  ";"T001132";"2023JJ00";"     543"
"893";"CR21  ";"T001132";"2024JJ00";"     540"
"894";"CR21  ";"1014800";"2019JJ00";"     471"
"895";"CR21  ";"1014800";"2020JJ00";"     516"
"896";"CR21  ";"1014800";"2021JJ00";"     550"
"897";"CR21  ";"1014800";"2022JJ00";"     600"
"898";"CR21  ";"1014800";"2023JJ00";"     686"
"899";"CR21  ";"1014800";"2024JJ00";"       ."
"900";"CR21  ";"A047047";"2019JJ00";"     223"
"901";"CR21  ";"A047047";"2020JJ00";"     246"
"902";"CR21  ";"A047047";"2021JJ00";"     263"
"903";"CR21  ";"A047047";"2022JJ00";"     285"
"904";"CR21  ";"A047047";"2023JJ00";"     328"
"905";"CR21  ";"A047047";"2024JJ00";"       ."
"906";"CR21  ";"A047048";"2019JJ00";"     295"
"907";"CR21  ";"A047048";"2020JJ00";"     322"
"908";"CR21  ";"A047048";"2021JJ00";"     343"
"909";"CR21  ";"A047048";"2022JJ00";"     371"
"910";"CR21  ";"A047048";"2023JJ00";"     415"
"911";"CR21  ";"A047048";"2024JJ00";"       ."
"912";"CR22  ";"T001132";"2019JJ00";"     232"
"913";"CR22  ";"T001132";"2020JJ00";"     260"
"914";"CR22  ";"T001132";"2021JJ00";"     285"
"915";"CR22  ";"T001132";"2022JJ00";"     315"
"916";"CR22  ";"T001132";"2023JJ00";"     372"
"917";"CR22  ";"T001132";"2024JJ00";"     393"
"918";"CR22  ";"1014800";"2019JJ00";"     277"
"919";"CR22  ";"1014800";"2020JJ00";"     309"
"920";"CR22  ";"1014800";"2021JJ00";"     338"
"921";"CR22  ";"1014800";"2022JJ00";"     373"
"922";"CR22  ";"1014800";"2023JJ00";"     439"
"923";"CR22  ";"1014800";"2024JJ00";"       ."
"924";"CR22  ";"A047047";"2019JJ00";"     169"
"925";"CR22  ";"A047047";"2020JJ00";"     190"
"926";"CR22  ";"A047047";"2021JJ00";"     210"
"927";"CR22  ";"A047047";"2022JJ00";"     234"
"928";"CR22  ";"A047047";"2023JJ00";"     280"
"929";"CR22  ";"A047047";"2024JJ00";"       ."
"930";"CR22  ";"A047048";"2019JJ00";"     210"
"931";"CR22  ";"A047048";"2020JJ00";"     235"
"932";"CR22  ";"A047048";"2021JJ00";"     255"
"933";"CR22  ";"A047048";"2022JJ00";"     282"
"934";"CR22  ";"A047048";"2023JJ00";"     332"
"935";"CR22  ";"A047048";"2024JJ00";"       ."
"936";"CR23  ";"T001132";"2019JJ00";"     353"
"937";"CR23  ";"T001132";"2020JJ00";"     391"
"938";"CR23  ";"T001132";"2021JJ00";"     404"
