"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"8733";"GM0453";"A047048";"2022JJ00";"     291"
"8734";"GM0453";"A047048";"2023JJ00";"     326"
"8735";"GM0453";"A047048";"2024JJ00";"       ."
"8736";"GM0983";"T001132";"2019JJ00";"     200"
"8737";"GM0983";"T001132";"2020JJ00";"     215"
"8738";"GM0983";"T001132";"2021JJ00";"     226"
"8739";"GM0983";"T001132";"2022JJ00";"     241"
"8740";"GM0983";"T001132";"2023JJ00";"     285"
"8741";"GM0983";"T001132";"2024JJ00";"     288"
"8742";"GM0983";"1014800";"2019JJ00";"     240"
"8743";"GM0983";"1014800";"2020JJ00";"     260"
"8744";"GM0983";"1014800";"2021JJ00";"     274"
"8745";"GM0983";"1014800";"2022JJ00";"     290"
"8746";"GM0983";"1014800";"2023JJ00";"     344"
"8747";"GM0983";"1014800";"2024JJ00";"       ."
"8748";"GM0983";"A047047";"2019JJ00";"     130"
"8749";"GM0983";"A047047";"2020JJ00";"     139"
"8750";"GM0983";"A047047";"2021JJ00";"     145"
"8751";"GM0983";"A047047";"2022JJ00";"     159"
"8752";"GM0983";"A047047";"2023JJ00";"     190"
"8753";"GM0983";"A047047";"2024JJ00";"       ."
"8754";"GM0983";"A047048";"2019JJ00";"     168"
"8755";"GM0983";"A047048";"2020JJ00";"     178"
"8756";"GM0983";"A047048";"2021JJ00";"     183"
"8757";"GM0983";"A047048";"2022JJ00";"     195"
"8758";"GM0983";"A047048";"2023JJ00";"     224"
"8759";"GM0983";"A047048";"2024JJ00";"       ."
"8760";"GM0984";"T001132";"2019JJ00";"     228"
"8761";"GM0984";"T001132";"2020JJ00";"     240"
"8762";"GM0984";"T001132";"2021JJ00";"     254"
"8763";"GM0984";"T001132";"2022JJ00";"     276"
"8764";"GM0984";"T001132";"2023JJ00";"     315"
"8765";"GM0984";"T001132";"2024JJ00";"     328"
"8766";"GM0984";"1014800";"2019JJ00";"     267"
"8767";"GM0984";"1014800";"2020JJ00";"     282"
"8768";"GM0984";"1014800";"2021JJ00";"     297"
"8769";"GM0984";"1014800";"2022JJ00";"     322"
"8770";"GM0984";"1014800";"2023JJ00";"     366"
"8771";"GM0984";"1014800";"2024JJ00";"       ."
"8772";"GM0984";"A047047";"2019JJ00";"     149"
"8773";"GM0984";"A047047";"2020JJ00";"     157"
"8774";"GM0984";"A047047";"2021JJ00";"     166"
"8775";"GM0984";"A047047";"2022JJ00";"     180"
"8776";"GM0984";"A047047";"2023JJ00";"     214"
"8777";"GM0984";"A047047";"2024JJ00";"       ."
"8778";"GM0984";"A047048";"2019JJ00";"     187"
"8779";"GM0984";"A047048";"2020JJ00";"     191"
"8780";"GM0984";"A047048";"2021JJ00";"     208"
"8781";"GM0984";"A047048";"2022JJ00";"     227"
"8782";"GM0984";"A047048";"2023JJ00";"     254"
"8783";"GM0984";"A047048";"2024JJ00";"       ."
"8784";"GM1961";"T001132";"2019JJ00";"     252"
"8785";"GM1961";"T001132";"2020JJ00";"     265"
"8786";"GM1961";"T001132";"2021JJ00";"     283"
"8787";"GM1961";"T001132";"2022JJ00";"     331"
"8788";"GM1961";"T001132";"2023JJ00";"     379"
"8789";"GM1961";"T001132";"2024JJ00";"     390"
"8790";"GM1961";"1014800";"2019JJ00";"     296"
"8791";"GM1961";"1014800";"2020JJ00";"     313"
"8792";"GM1961";"1014800";"2021JJ00";"     334"
"8793";"GM1961";"1014800";"2022JJ00";"     388"
"8794";"GM1961";"1014800";"2023JJ00";"     447"
"8795";"GM1961";"1014800";"2024JJ00";"       ."
"8796";"GM1961";"A047047";"2019JJ00";"     169"
"8797";"GM1961";"A047047";"2020JJ00";"     177"
"8798";"GM1961";"A047047";"2021JJ00";"     189"
"8799";"GM1961";"A047047";"2022JJ00";"     222"
"8800";"GM1961";"A047047";"2023JJ00";"     254"
"8801";"GM1961";"A047047";"2024JJ00";"       ."
"8802";"GM1961";"A047048";"2019JJ00";"     211"
"8803";"GM1961";"A047048";"2020JJ00";"     226"
"8804";"GM1961";"A047048";"2021JJ00";"     235"
"8805";"GM1961";"A047048";"2022JJ00";"     277"
"8806";"GM1961";"A047048";"2023JJ00";"     311"
"8807";"GM1961";"A047048";"2024JJ00";"       ."
"8808";"GM0622";"T001132";"2019JJ00";"     183"
"8809";"GM0622";"T001132";"2020JJ00";"     202"
"8810";"GM0622";"T001132";"2021JJ00";"     220"
"8811";"GM0622";"T001132";"2022JJ00";"     245"
"8812";"GM0622";"T001132";"2023JJ00";"     278"
"8813";"GM0622";"T001132";"2024JJ00";"     290"
"8814";"GM0622";"1014800";"2019JJ00";"     233"
"8815";"GM0622";"1014800";"2020JJ00";"     255"
"8816";"GM0622";"1014800";"2021JJ00";"     278"
"8817";"GM0622";"1014800";"2022JJ00";"     307"
"8818";"GM0622";"1014800";"2023JJ00";"     349"
"8819";"GM0622";"1014800";"2024JJ00";"       ."
"8820";"GM0622";"A047047";"2019JJ00";"     136"
"8821";"GM0622";"A047047";"2020JJ00";"     151"
"8822";"GM0622";"A047047";"2021JJ00";"     166"
"8823";"GM0622";"A047047";"2022JJ00";"     186"
"8824";"GM0622";"A047047";"2023JJ00";"     214"
"8825";"GM0622";"A047047";"2024JJ00";"       ."
"8826";"GM0622";"A047048";"2019JJ00";"     142"
"8827";"GM0622";"A047048";"2020JJ00";"     158"
"8828";"GM0622";"A047048";"2021JJ00";"     172"
"8829";"GM0622";"A047048";"2022JJ00";"       ."
"8830";"GM0622";"A047048";"2023JJ00";"     211"
"8831";"GM0622";"A047048";"2024JJ00";"       ."
"8832";"GM0096";"T001132";"2019JJ00";"     260"
"8833";"GM0096";"T001132";"2020JJ00";"     284"
"8834";"GM0096";"T001132";"2021JJ00";"     306"
"8835";"GM0096";"T001132";"2022JJ00";"     327"
"8836";"GM0096";"T001132";"2023JJ00";"     392"
"8837";"GM0096";"T001132";"2024JJ00";"     402"
"8838";"GM0096";"1014800";"2019JJ00";"     332"
"8839";"GM0096";"1014800";"2020JJ00";"     358"
"8840";"GM0096";"1014800";"2021JJ00";"     392"
"8841";"GM0096";"1014800";"2022JJ00";"     418"
"8842";"GM0096";"1014800";"2023JJ00";"     509"
"8843";"GM0096";"1014800";"2024JJ00";"       ."
"8844";"GM0096";"A047047";"2019JJ00";"     182"
"8845";"GM0096";"A047047";"2020JJ00";"     197"
"8846";"GM0096";"A047047";"2021JJ00";"     226"
"8847";"GM0096";"A047047";"2022JJ00";"     244"
"8848";"GM0096";"A047047";"2023JJ00";"     313"
"8849";"GM0096";"A047047";"2024JJ00";"       ."
"8850";"GM0096";"A047048";"2019JJ00";"     247"
"8851";"GM0096";"A047048";"2020JJ00";"     283"
"8852";"GM0096";"A047048";"2021JJ00";"     280"
"8853";"GM0096";"A047048";"2022JJ00";"     300"
"8854";"GM0096";"A047048";"2023JJ00";"     336"
"8855";"GM0096";"A047048";"2024JJ00";"       ."
"8856";"GM0718";"T001132";"2019JJ00";"     158"
"8857";"GM0718";"T001132";"2020JJ00";"     166"
"8858";"GM0718";"T001132";"2021JJ00";"     181"
"8859";"GM0718";"T001132";"2022JJ00";"     199"
"8860";"GM0718";"T001132";"2023JJ00";"     230"
"8861";"GM0718";"T001132";"2024JJ00";"     247"
"8862";"GM0718";"1014800";"2019JJ00";"     197"
"8863";"GM0718";"1014800";"2020JJ00";"     208"
"8864";"GM0718";"1014800";"2021JJ00";"     226"
"8865";"GM0718";"1014800";"2022JJ00";"     247"
"8866";"GM0718";"1014800";"2023JJ00";"     286"
"8867";"GM0718";"1014800";"2024JJ00";"       ."
"8868";"GM0718";"A047047";"2019JJ00";"     105"
"8869";"GM0718";"A047047";"2020JJ00";"     109"
"8870";"GM0718";"A047047";"2021JJ00";"     118"
"8871";"GM0718";"A047047";"2022JJ00";"     132"
"8872";"GM0718";"A047047";"2023JJ00";"     153"
"8873";"GM0718";"A047047";"2024JJ00";"       ."
"8874";"GM0718";"A047048";"2019JJ00";"     115"
"8875";"GM0718";"A047048";"2020JJ00";"     122"
"8876";"GM0718";"A047048";"2021JJ00";"     131"
"8877";"GM0718";"A047048";"2022JJ00";"     144"
"8878";"GM0718";"A047048";"2023JJ00";"     164"
"8879";"GM0718";"A047048";"2024JJ00";"       ."
"8880";"GM0986";"T001132";"2019JJ00";"     236"
"8881";"GM0986";"T001132";"2020JJ00";"     253"
"8882";"GM0986";"T001132";"2021JJ00";"     264"
"8883";"GM0986";"T001132";"2022JJ00";"     281"
"8884";"GM0986";"T001132";"2023JJ00";"     329"
"8885";"GM0986";"T001132";"2024JJ00";"     326"
"8886";"GM0986";"1014800";"2019JJ00";"     266"
"8887";"GM0986";"1014800";"2020JJ00";"     286"
"8888";"GM0986";"1014800";"2021JJ00";"     299"
"8889";"GM0986";"1014800";"2022JJ00";"     319"
"8890";"GM0986";"1014800";"2023JJ00";"     372"
"8891";"GM0986";"1014800";"2024JJ00";"       ."
"8892";"GM0986";"A047047";"2019JJ00";"     147"
"8893";"GM0986";"A047047";"2020JJ00";"     159"
"8894";"GM0986";"A047047";"2021JJ00";"     160"
"8895";"GM0986";"A047047";"2022JJ00";"     170"
"8896";"GM0986";"A047047";"2023JJ00";"     201"
"8897";"GM0986";"A047047";"2024JJ00";"       ."
"8898";"GM0986";"A047048";"2019JJ00";"       ."
"8899";"GM0986";"A047048";"2020JJ00";"       ."
"8900";"GM0986";"A047048";"2021JJ00";"       ."
"8901";"GM0986";"A047048";"2022JJ00";"       ."
"8902";"GM0986";"A047048";"2023JJ00";"       ."
"8903";"GM0986";"A047048";"2024JJ00";"       ."
"8904";"GM1992";"T001132";"2019JJ00";""
"8905";"GM1992";"T001132";"2020JJ00";""
"8906";"GM1992";"T001132";"2021JJ00";""
"8907";"GM1992";"T001132";"2022JJ00";""
"8908";"GM1992";"T001132";"2023JJ00";"     369"
"8909";"GM1992";"T001132";"2024JJ00";"     389"
"8910";"GM1992";"1014800";"2019JJ00";""
"8911";"GM1992";"1014800";"2020JJ00";""
"8912";"GM1992";"1014800";"2021JJ00";""
"8913";"GM1992";"1014800";"2022JJ00";""
"8914";"GM1992";"1014800";"2023JJ00";"     425"
"8915";"GM1992";"1014800";"2024JJ00";"       ."
"8916";"GM1992";"A047047";"2019JJ00";""
"8917";"GM1992";"A047047";"2020JJ00";""
"8918";"GM1992";"A047047";"2021JJ00";""
"8919";"GM1992";"A047047";"2022JJ00";""
"8920";"GM1992";"A047047";"2023JJ00";"     225"
"8921";"GM1992";"A047047";"2024JJ00";"       ."
"8922";"GM1992";"A047048";"2019JJ00";""
"8923";"GM1992";"A047048";"2020JJ00";""
"8924";"GM1992";"A047048";"2021JJ00";""
"8925";"GM1992";"A047048";"2022JJ00";""
"8926";"GM1992";"A047048";"2023JJ00";"     310"
"8927";"GM1992";"A047048";"2024JJ00";"       ."
"8928";"GM0626";"T001132";"2019JJ00";"     336"
"8929";"GM0626";"T001132";"2020JJ00";"     363"
"8930";"GM0626";"T001132";"2021JJ00";"     385"
"8931";"GM0626";"T001132";"2022JJ00";"     424"
"8932";"GM0626";"T001132";"2023JJ00";"     486"
"8933";"GM0626";"T001132";"2024JJ00";"     501"
"8934";"GM0626";"1014800";"2019JJ00";"     404"
"8935";"GM0626";"1014800";"2020JJ00";"     436"
"8936";"GM0626";"1014800";"2021JJ00";"     461"
"8937";"GM0626";"1014800";"2022JJ00";"     505"
"8938";"GM0626";"1014800";"2023JJ00";"     579"
"8939";"GM0626";"1014800";"2024JJ00";"       ."
"8940";"GM0626";"A047047";"2019JJ00";"     197"
"8941";"GM0626";"A047047";"2020JJ00";"     220"
"8942";"GM0626";"A047047";"2021JJ00";"     235"
"8943";"GM0626";"A047047";"2022JJ00";"     258"
"8944";"GM0626";"A047047";"2023JJ00";"     296"
"8945";"GM0626";"A047047";"2024JJ00";"       ."
"8946";"GM0626";"A047048";"2019JJ00";"     246"
"8947";"GM0626";"A047048";"2020JJ00";"     267"
"8948";"GM0626";"A047048";"2021JJ00";"     286"
"8949";"GM0626";"A047048";"2022JJ00";"     310"
"8950";"GM0626";"A047048";"2023JJ00";"     359"
"8951";"GM0626";"A047048";"2024JJ00";"       ."
"8952";"GM0285";"T001132";"2019JJ00";"     298"
"8953";"GM0285";"T001132";"2020JJ00";"     319"
"8954";"GM0285";"T001132";"2021JJ00";"     336"
"8955";"GM0285";"T001132";"2022JJ00";"     360"
"8956";"GM0285";"T001132";"2023JJ00";"     431"
"8957";"GM0285";"T001132";"2024JJ00";"     455"
"8958";"GM0285";"1014800";"2019JJ00";"     349"
"8959";"GM0285";"1014800";"2020JJ00";"     373"
"8960";"GM0285";"1014800";"2021JJ00";"     391"
"8961";"GM0285";"1014800";"2022JJ00";"     419"
"8962";"GM0285";"1014800";"2023JJ00";"     504"
"8963";"GM0285";"1014800";"2024JJ00";"       ."
"8964";"GM0285";"A047047";"2019JJ00";"     180"
"8965";"GM0285";"A047047";"2020JJ00";"     191"
"8966";"GM0285";"A047047";"2021JJ00";"     202"
"8967";"GM0285";"A047047";"2022JJ00";"     218"
"8968";"GM0285";"A047047";"2023JJ00";"     257"
"8969";"GM0285";"A047047";"2024JJ00";"       ."
"8970";"GM0285";"A047048";"2019JJ00";"       ."
"8971";"GM0285";"A047048";"2020JJ00";"       ."
"8972";"GM0285";"A047048";"2021JJ00";"       ."
"8973";"GM0285";"A047048";"2022JJ00";"       ."
"8974";"GM0285";"A047048";"2023JJ00";"       ."
"8975";"GM0285";"A047048";"2024JJ00";"       ."
"8976";"GM0865";"T001132";"2019JJ00";"     362"
"8977";"GM0865";"T001132";"2020JJ00";"     388"
"8978";"GM0865";"T001132";"2021JJ00";"     406"
"8979";"GM0865";"T001132";"2022JJ00";"     437"
"8980";"GM0865";"T001132";"2023JJ00";"     496"
"8981";"GM0865";"T001132";"2024JJ00";"     523"
"8982";"GM0865";"1014800";"2019JJ00";"     449"
"8983";"GM0865";"1014800";"2020JJ00";"     481"
"8984";"GM0865";"1014800";"2021JJ00";"     496"
"8985";"GM0865";"1014800";"2022JJ00";"     532"
"8986";"GM0865";"1014800";"2023JJ00";"     604"
"8987";"GM0865";"1014800";"2024JJ00";"       ."
"8988";"GM0865";"A047047";"2019JJ00";"     201"
"8989";"GM0865";"A047047";"2020JJ00";"     217"
"8990";"GM0865";"A047047";"2021JJ00";"     229"
"8991";"GM0865";"A047047";"2022JJ00";"     246"
"8992";"GM0865";"A047047";"2023JJ00";"     281"
"8993";"GM0865";"A047047";"2024JJ00";"       ."
"8994";"GM0865";"A047048";"2019JJ00";"     255"
"8995";"GM0865";"A047048";"2020JJ00";"     270"
"8996";"GM0865";"A047048";"2021JJ00";"     273"
"8997";"GM0865";"A047048";"2022JJ00";"     298"
"8998";"GM0865";"A047048";"2023JJ00";"     342"
"8999";"GM0865";"A047048";"2024JJ00";"       ."
"9000";"GM1949";"T001132";"2019JJ00";"     170"
"9001";"GM1949";"T001132";"2020JJ00";"     180"
"9002";"GM1949";"T001132";"2021JJ00";"     188"
"9003";"GM1949";"T001132";"2022JJ00";"     207"
"9004";"GM1949";"T001132";"2023JJ00";"     242"
"9005";"GM1949";"T001132";"2024JJ00";"     257"
"9006";"GM1949";"1014800";"2019JJ00";"     197"
"9007";"GM1949";"1014800";"2020JJ00";"     209"
"9008";"GM1949";"1014800";"2021JJ00";"     219"
"9009";"GM1949";"1014800";"2022JJ00";"     239"
"9010";"GM1949";"1014800";"2023JJ00";"     281"
"9011";"GM1949";"1014800";"2024JJ00";"       ."
"9012";"GM1949";"A047047";"2019JJ00";"     105"
"9013";"GM1949";"A047047";"2020JJ00";"     110"
"9014";"GM1949";"A047047";"2021JJ00";"     117"
"9015";"GM1949";"A047047";"2022JJ00";"     128"
"9016";"GM1949";"A047047";"2023JJ00";"     150"
"9017";"GM1949";"A047047";"2024JJ00";"       ."
"9018";"GM1949";"A047048";"2019JJ00";"     141"
"9019";"GM1949";"A047048";"2020JJ00";"     149"
"9020";"GM1949";"A047048";"2021JJ00";"     147"
"9021";"GM1949";"A047048";"2022JJ00";"     164"
"9022";"GM1949";"A047048";"2023JJ00";"     189"
"9023";"GM1949";"A047048";"2024JJ00";"       ."
"9024";"GM0866";"T001132";"2019JJ00";"     333"
"9025";"GM0866";"T001132";"2020JJ00";"     355"
"9026";"GM0866";"T001132";"2021JJ00";"     386"
"9027";"GM0866";"T001132";"2022JJ00";"     420"
"9028";"GM0866";"T001132";"2023JJ00";"     491"
"9029";"GM0866";"T001132";"2024JJ00";"     511"
"9030";"GM0866";"1014800";"2019JJ00";"     378"
"9031";"GM0866";"1014800";"2020JJ00";"     403"
"9032";"GM0866";"1014800";"2021JJ00";"     442"
"9033";"GM0866";"1014800";"2022JJ00";"     481"
"9034";"GM0866";"1014800";"2023JJ00";"     557"
"9035";"GM0866";"1014800";"2024JJ00";"       ."
"9036";"GM0866";"A047047";"2019JJ00";"     176"
"9037";"GM0866";"A047047";"2020JJ00";"     187"
"9038";"GM0866";"A047047";"2021JJ00";"     207"
"9039";"GM0866";"A047047";"2022JJ00";"     231"
"9040";"GM0866";"A047047";"2023JJ00";"     266"
"9041";"GM0866";"A047047";"2024JJ00";"       ."
"9042";"GM0866";"A047048";"2019JJ00";"     220"
"9043";"GM0866";"A047048";"2020JJ00";"     239"
"9044";"GM0866";"A047048";"2021JJ00";"     246"
"9045";"GM0866";"A047048";"2022JJ00";"     261"
"9046";"GM0866";"A047048";"2023JJ00";"     347"
"9047";"GM0866";"A047048";"2024JJ00";"       ."
"9048";"GM0867";"T001132";"2019JJ00";"     237"
"9049";"GM0867";"T001132";"2020JJ00";"     253"
"9050";"GM0867";"T001132";"2021JJ00";"     272"
"9051";"GM0867";"T001132";"2022JJ00";"     295"
"9052";"GM0867";"T001132";"2023JJ00";"     341"
"9053";"GM0867";"T001132";"2024JJ00";"     351"
"9054";"GM0867";"1014800";"2019JJ00";"     280"
"9055";"GM0867";"1014800";"2020JJ00";"     299"
"9056";"GM0867";"1014800";"2021JJ00";"     321"
"9057";"GM0867";"1014800";"2022JJ00";"     349"
"9058";"GM0867";"1014800";"2023JJ00";"     405"
"9059";"GM0867";"1014800";"2024JJ00";"       ."
"9060";"GM0867";"A047047";"2019JJ00";"     160"
"9061";"GM0867";"A047047";"2020JJ00";"     169"
"9062";"GM0867";"A047047";"2021JJ00";"     182"
"9063";"GM0867";"A047047";"2022JJ00";"     199"
"9064";"GM0867";"A047047";"2023JJ00";"     226"
"9065";"GM0867";"A047047";"2024JJ00";"       ."
"9066";"GM0867";"A047048";"2019JJ00";"     212"
"9067";"GM0867";"A047048";"2020JJ00";"     224"
"9068";"GM0867";"A047048";"2021JJ00";"     239"
"9069";"GM0867";"A047048";"2022JJ00";"     253"
"9070";"GM0867";"A047048";"2023JJ00";"     296"
"9071";"GM0867";"A047048";"2024JJ00";"       ."
"9072";"GM0627";"T001132";"2019JJ00";"     239"
"9073";"GM0627";"T001132";"2020JJ00";"     265"
"9074";"GM0627";"T001132";"2021JJ00";"     282"
"9075";"GM0627";"T001132";"2022JJ00";"     319"
"9076";"GM0627";"T001132";"2023JJ00";"     372"
"9077";"GM0627";"T001132";"2024JJ00";"     387"
"9078";"GM0627";"1014800";"2019JJ00";"     280"
"9079";"GM0627";"1014800";"2020JJ00";"     310"
"9080";"GM0627";"1014800";"2021JJ00";"     330"
"9081";"GM0627";"1014800";"2022JJ00";"     372"
"9082";"GM0627";"1014800";"2023JJ00";"     430"
"9083";"GM0627";"1014800";"2024JJ00";"       ."
"9084";"GM0627";"A047047";"2019JJ00";"     154"
"9085";"GM0627";"A047047";"2020JJ00";"     173"
"9086";"GM0627";"A047047";"2021JJ00";"     188"
"9087";"GM0627";"A047047";"2022JJ00";"     213"
"9088";"GM0627";"A047047";"2023JJ00";"     246"
"9089";"GM0627";"A047047";"2024JJ00";"       ."
"9090";"GM0627";"A047048";"2019JJ00";"     221"
"9091";"GM0627";"A047048";"2020JJ00";"     233"
"9092";"GM0627";"A047048";"2021JJ00";"     239"
"9093";"GM0627";"A047048";"2022JJ00";"     261"
"9094";"GM0627";"A047048";"2023JJ00";"     313"
"9095";"GM0627";"A047048";"2024JJ00";"       ."
"9096";"GM0289";"T001132";"2019JJ00";"     227"
"9097";"GM0289";"T001132";"2020JJ00";"     243"
"9098";"GM0289";"T001132";"2021JJ00";"     257"
"9099";"GM0289";"T001132";"2022JJ00";"     291"
"9100";"GM0289";"T001132";"2023JJ00";"     347"
"9101";"GM0289";"T001132";"2024JJ00";"     352"
"9102";"GM0289";"1014800";"2019JJ00";"     328"
"9103";"GM0289";"1014800";"2020JJ00";"     353"
"9104";"GM0289";"1014800";"2021JJ00";"     382"
"9105";"GM0289";"1014800";"2022JJ00";"     433"
"9106";"GM0289";"1014800";"2023JJ00";"     511"
"9107";"GM0289";"1014800";"2024JJ00";"       ."
"9108";"GM0289";"A047047";"2019JJ00";"     153"
"9109";"GM0289";"A047047";"2020JJ00";"     162"
"9110";"GM0289";"A047047";"2021JJ00";"     168"
"9111";"GM0289";"A047047";"2022JJ00";"     190"
"9112";"GM0289";"A047047";"2023JJ00";"     227"
"9113";"GM0289";"A047047";"2024JJ00";"       ."
"9114";"GM0289";"A047048";"2019JJ00";"     143"
"9115";"GM0289";"A047048";"2020JJ00";"     152"
"9116";"GM0289";"A047048";"2021JJ00";"     163"
"9117";"GM0289";"A047048";"2022JJ00";"     184"
"9118";"GM0289";"A047048";"2023JJ00";"     222"
"9119";"GM0289";"A047048";"2024JJ00";"       ."
"9120";"GM0629";"T001132";"2019JJ00";"     566"
"9121";"GM0629";"T001132";"2020JJ00";"     601"
"9122";"GM0629";"T001132";"2021JJ00";"     624"
"9123";"GM0629";"T001132";"2022JJ00";"     663"
"9124";"GM0629";"T001132";"2023JJ00";"     730"
"9125";"GM0629";"T001132";"2024JJ00";"     729"
"9126";"GM0629";"1014800";"2019JJ00";"     722"
"9127";"GM0629";"1014800";"2020JJ00";"     762"
"9128";"GM0629";"1014800";"2021JJ00";"     789"
"9129";"GM0629";"1014800";"2022JJ00";"     835"
"9130";"GM0629";"1014800";"2023JJ00";"     919"
"9131";"GM0629";"1014800";"2024JJ00";"       ."
"9132";"GM0629";"A047047";"2019JJ00";"     226"
"9133";"GM0629";"A047047";"2020JJ00";"     248"
"9134";"GM0629";"A047047";"2021JJ00";"     263"
"9135";"GM0629";"A047047";"2022JJ00";"     288"
"9136";"GM0629";"A047047";"2023JJ00";"     325"
"9137";"GM0629";"A047047";"2024JJ00";"       ."
"9138";"GM0629";"A047048";"2019JJ00";"     526"
"9139";"GM0629";"A047048";"2020JJ00";"     558"
"9140";"GM0629";"A047048";"2021JJ00";"     625"
"9141";"GM0629";"A047048";"2022JJ00";"     646"
"9142";"GM0629";"A047048";"2023JJ00";"     695"
"9143";"GM0629";"A047048";"2024JJ00";"       ."
"9144";"GM0852";"T001132";"2019JJ00";"     339"
"9145";"GM0852";"T001132";"2020JJ00";"     364"
"9146";"GM0852";"T001132";"2021JJ00";"     382"
"9147";"GM0852";"T001132";"2022JJ00";"     413"
"9148";"GM0852";"T001132";"2023JJ00";"     457"
"9149";"GM0852";"T001132";"2024JJ00";"     467"
"9150";"GM0852";"1014800";"2019JJ00";"     387"
"9151";"GM0852";"1014800";"2020JJ00";"     416"
"9152";"GM0852";"1014800";"2021JJ00";"     436"
"9153";"GM0852";"1014800";"2022JJ00";"     471"
"9154";"GM0852";"1014800";"2023JJ00";"     521"
"9155";"GM0852";"1014800";"2024JJ00";"       ."
"9156";"GM0852";"A047047";"2019JJ00";"     207"
"9157";"GM0852";"A047047";"2020JJ00";"     223"
"9158";"GM0852";"A047047";"2021JJ00";"     234"
"9159";"GM0852";"A047047";"2022JJ00";"     250"
"9160";"GM0852";"A047047";"2023JJ00";"     276"
"9161";"GM0852";"A047047";"2024JJ00";"       ."
"9162";"GM0852";"A047048";"2019JJ00";"     354"
"9163";"GM0852";"A047048";"2020JJ00";"     377"
"9164";"GM0852";"A047048";"2021JJ00";"     387"
"9165";"GM0852";"A047048";"2022JJ00";"     416"
"9166";"GM0852";"A047048";"2023JJ00";"     462"
"9167";"GM0852";"A047048";"2024JJ00";"       ."
"9168";"GM0988";"T001132";"2019JJ00";"     240"
"9169";"GM0988";"T001132";"2020JJ00";"     256"
"9170";"GM0988";"T001132";"2021JJ00";"     265"
"9171";"GM0988";"T001132";"2022JJ00";"     275"
"9172";"GM0988";"T001132";"2023JJ00";"     330"
"9173";"GM0988";"T001132";"2024JJ00";"     335"
"9174";"GM0988";"1014800";"2019JJ00";"     276"
"9175";"GM0988";"1014800";"2020JJ00";"     296"
"9176";"GM0988";"1014800";"2021JJ00";"     308"
"9177";"GM0988";"1014800";"2022JJ00";"     317"
"9178";"GM0988";"1014800";"2023JJ00";"     381"
"9179";"GM0988";"1014800";"2024JJ00";"       ."
"9180";"GM0988";"A047047";"2019JJ00";"     149"
"9181";"GM0988";"A047047";"2020JJ00";"     151"
"9182";"GM0988";"A047047";"2021JJ00";"     157"
"9183";"GM0988";"A047047";"2022JJ00";"     173"
"9184";"GM0988";"A047047";"2023JJ00";"     212"
"9185";"GM0988";"A047047";"2024JJ00";"       ."
"9186";"GM0988";"A047048";"2019JJ00";"     213"
"9187";"GM0988";"A047048";"2020JJ00";"     226"
"9188";"GM0988";"A047048";"2021JJ00";"     228"
"9189";"GM0988";"A047048";"2022JJ00";"     232"
"9190";"GM0988";"A047048";"2023JJ00";"     267"
"9191";"GM0988";"A047048";"2024JJ00";"       ."
"9192";"GM0457";"T001132";"2019JJ00";"     289"
"9193";"GM0457";"T001132";"2020JJ00";"     348"
"9194";"GM0457";"T001132";"2021JJ00";"     373"
"9195";"GM0457";"T001132";"2022JJ00";"     400"
"9196";"GM0457";"T001132";"2023JJ00";""
"9197";"GM0457";"T001132";"2024JJ00";""
"9198";"GM0457";"1014800";"2019JJ00";"     353"
"9199";"GM0457";"1014800";"2020JJ00";"     422"
"9200";"GM0457";"1014800";"2021JJ00";"     453"
"9201";"GM0457";"1014800";"2022JJ00";"     486"
"9202";"GM0457";"1014800";"2023JJ00";""
"9203";"GM0457";"1014800";"2024JJ00";""
"9204";"GM0457";"A047047";"2019JJ00";"     198"
"9205";"GM0457";"A047047";"2020JJ00";"     244"
"9206";"GM0457";"A047047";"2021JJ00";"     258"
"9207";"GM0457";"A047047";"2022JJ00";"     272"
"9208";"GM0457";"A047047";"2023JJ00";""
"9209";"GM0457";"A047047";"2024JJ00";""
"9210";"GM0457";"A047048";"2019JJ00";"     240"
"9211";"GM0457";"A047048";"2020JJ00";"     290"
"9212";"GM0457";"A047048";"2021JJ00";"     309"
"9213";"GM0457";"A047048";"2022JJ00";"     326"
"9214";"GM0457";"A047048";"2023JJ00";""
"9215";"GM0457";"A047048";"2024JJ00";""
"9216";"GM1960";"T001132";"2019JJ00";"     284"
"9217";"GM1960";"T001132";"2020JJ00";"     301"
"9218";"GM1960";"T001132";"2021JJ00";"     321"
"9219";"GM1960";"T001132";"2022JJ00";"     354"
"9220";"GM1960";"T001132";"2023JJ00";"     413"
"9221";"GM1960";"T001132";"2024JJ00";"     436"
"9222";"GM1960";"1014800";"2019JJ00";"     318"
"9223";"GM1960";"1014800";"2020JJ00";"     337"
"9224";"GM1960";"1014800";"2021JJ00";"     360"
"9225";"GM1960";"1014800";"2022JJ00";"     396"
"9226";"GM1960";"1014800";"2023JJ00";"     462"
"9227";"GM1960";"1014800";"2024JJ00";"       ."
"9228";"GM1960";"A047047";"2019JJ00";"     170"
"9229";"GM1960";"A047047";"2020JJ00";"     179"
"9230";"GM1960";"A047047";"2021JJ00";"     191"
"9231";"GM1960";"A047047";"2022JJ00";"     215"
"9232";"GM1960";"A047047";"2023JJ00";"     254"
